cislo_licence,ev_cislo,nazev,psc,obec,ulice,cp,okres,kraj,pocet_zdroju
310202417,3,Plynová kotelna Chuderov 99,40011,Chuderov,Chuderov,99,Ústí nad Labem,Ústecký,1
310202417,5,Kotelna OK Příbram,26101,Příbram,Seifertova,254,Příbram,Středočeský,2
310202419,1,Kotelna K 01 - Sad Míru,38211,Větřní,Sadová,,Český Krumlov,Jihočeský,2
310202419,2,Kotelna K 02 - Urbal,38211,Větřní,Sídliště Urbal,,Český Krumlov,Jihočeský,2
310202419,3,Kotelna K 03 - Armabeton,38211,Větřní,Armabeton,197,Český Krumlov,Jihočeský,2
310202419,4,Kotelna K 08,38211,Větřní,Větřní,60,Český Krumlov,Jihočeský,3
310202419,5,Kotelna K 12,38211,Větřní,Větřní,70,Český Krumlov,Jihočeský,2
310202419,6,Kotelna K 13,38211,Větřní,Větřní,238,Český Krumlov,Jihočeský,2
310202419,7,Kotelna Špičák,38101,Český Krumlov,Český Krumlov,,Český Krumlov,Jihočeský,3
310202419,8,Kotelna Plešivec,38101,Český Krumlov,Pod Kaštany,181,Český Krumlov,Jihočeský,3
310202419,9,Kotelna Kostelní,38101,Český Krumlov,Kostelní,163,Český Krumlov,Jihočeský,1
310202419,11,Kotelna KN1,38101,Český Krumlov,Za Nádražím,,Český Krumlov,Jihočeský,2
310202419,12,Kotelna KN2,38101,Český Krumlov,Za Nádražím,,Český Krumlov,Jihočeský,3
310202419,13,Kotelna KV3,38101,Český Krumlov,Vyšehrad,150,Český Krumlov,Jihočeský,2
310202420,1,Kosmos,74801,Hlučín,Mírové náměstí,11/11,Opava,Moravskoslezský,3
310202431,1,Kotelna 410,32100,Plzeň,Klatovská,515/169,Plzeň-město,Plzeňský,3
310202432,1,Výtopna Zlatá Hora,68401,Slavkov u Brna,Zlatá Hora,1310,Vyškov,Jihomoravský,3
310202432,3,Výtopna Poliklinika,68401,Slavkov u Brna,Tyršova,324,Vyškov,Jihomoravský,2
310202433,1,Energetické centrum Hostětín,68771,Hostětín,Hostětín,15,Uherské Hradiště,Zlínský,1
310202435,1,Centrální kotelna,25901,Votice,Žižkova,360,Benešov,Středočeský,2
310202449,1,Plynová kotelna,78701,Šumperk,Žerotínova,62,Šumperk,Olomoucký,2
310202463,4,Nízkotlaká plynová kotelna - Blok č. A1,25001,Brandýs nad Labem - Stará Boleslav,Heřmánková,2214,Praha-východ,Středočeský,1
310202463,5,Nízkotlaká plynová kotelna - Blok č. A4,25001,Brandýs nad Labem - Stará Boleslav,Dřevčická,2201,Praha-východ,Středočeský,1
310202463,6,Nízkotlaká plynová kotelna - Blok č. A7,25001,Brandýs nad Labem - Stará Boleslav,Jasmínová,2202,Praha-východ,Středočeský,1
310202499,1,Kotelna,51101,Turnov,28. října 100,28,Semily,Liberecký,3
310202501,3,"Moravskoslezské cukrovary, a.s. - odštěpný závod Opava",74773,Opava,Vávrovická,273/87,Opava,Moravskoslezský,4
310202503,1,Kotelna Husinec,38421,Husinec,Kostnická,246,Prachatice,Jihočeský,5
310202504,1,Kotelna Hořice na Šumavě,38222,Hořice na Šumavě,Hořice na Šumavě,,Český Krumlov,Jihočeský,2
310202507,1,Kotelna,66461,Rajhrad,Masarykova,48,Brno-venkov,Jihomoravský,5
310202507,2,Kotelna,66461,Rajhrad,Dobrovského,173,Brno-venkov,Jihomoravský,5
310202531,1,Kotelna Komenského,39811,Protivín,Komenského,,Písek,Jihočeský,2
310202531,2,Plynová kotelna,39811,Protivín,Družstevní,,Písek,Jihočeský,3
310202531,3,Plynová kotelna,39811,Protivín,Masarykovo náměstí,,Písek,Jihočeský,3
310202540,1,Kotelna Městské zdravotnické zařízení Březnice,26272,Březnice,Sadová,618,Příbram,Středočeský,3
310202560,1,Bloková kotelna,33162,Manětín,Manětín,256,Plzeň-sever,Plzeňský,3
310202581,1,Plynová kotelna,34901,Stříbro,Revoluční,845,Tachov,Plzeňský,2
310202587,3,Kogenerace Velešín,38232,Velešín,Budějovická,148,Český Krumlov,Jihočeský,2
310202588,1,Kotelna ABB s.r.o.,61900,Brno-Dolní Heršpice,Vídeňská,100/117,Brno-město,Jihomoravský,4
310202591,1,Kotelna K 1,34181,Hartmanice,Hartmanice,36,Klatovy,Plzeňský,2
310202591,2,Kotelna K 2,34181,Hartmanice,Hartmanice,140,Klatovy,Plzeňský,1
310202623,1,Kotelna Alšova,37341,Hluboká nad Vltavou,Alšova,,České Budějovice,Jihočeský,3
310202623,2,Kotelna Fügnerova,37341,Hluboká nad Vltavou,Fügnerova,,České Budějovice,Jihočeský,3
310202636,1,Výtopna Velká Bíteš,59501,Velká Bíteš,U Stadionu,610,Žďár nad Sázavou,Vysočina,3
310202647,1,plynová kotelna ul. Nová 612,37372,Lišov,Nová,612,České Budějovice,Jihočeský,2
310202654,1,Kotelna ZŠ sídliště,73532,Rychvald,Školní,1600,Karviná,Moravskoslezský,6
310202702,1,Kotelna Libušín,59101,Žďár nad Sázavou,Studentská,1720/5,Žďár nad Sázavou,Vysočina,5
310202702,8,Kotelna K 5,59251,Dolní Rožínka,Dolní Rožínka,188,Žďár nad Sázavou,Vysočina,5
310202702,10,Kotelna K 5,59401,Velké Meziříčí,Bezručova,1354,Žďár nad Sázavou,Vysočina,3
310202755,1,Teplárna CENTROPOL Loučovice,38276,Loučovice,Loučovice,,Český Krumlov,Jihočeský,2
310202773,1,"Železn.stan.Břeclav(ubyt.sever,jih)záv.jíd.",69002,Břeclav,železniční stanice,839,Břeclav,Jihomoravský,2
310202776,1,Městský stadion Liberec,46007,Liberec 7,Jeronýmova,494/20,Liberec,Liberecký,2
310202787,1,PK - K13,67401,Třebíč,Rafaelova,1115,Třebíč,Vysočina,3
310202787,2,Teplárna JIH,67401,Třebíč,Kubišova,,Třebíč,Vysočina,3
310202787,3,Teplárna Západ,67401,Třebíč,Koželužská,,Třebíč,Vysočina,2
310202957,2,Husova 469,79326,Vrbno pod Pradědem,Husova,469,Bruntál,Moravskoslezský,2
310202957,4,Ve Svahu 580,79326,Vrbno pod Pradědem,Ve Svahu,580,Bruntál,Moravskoslezský,3
310202957,5,Družstevní 591,79326,Vrbno pod Pradědem,Družstevní,591,Bruntál,Moravskoslezský,2
310202960,1,GRANITOL akciová společnost,79305,Moravský Beroun,Partyzánská,464,Bruntál,Moravskoslezský,1
310202981,1,Kotelna Větrná,37531,Jemnice,Větrná,1054,Třebíč,Vysočina,2
310202981,2,Kotelna Mateřská škola,37531,Jemnice,Palackého,829,Třebíč,Vysočina,3
310202993,1,Kotelna Malina,76361,Napajedla,Nerudova,1292,Zlín,Zlínský,4
310203024,1,Bloková kotelna - Mototechna,33141,Kralovice,Mírová,556,Plzeň-sever,Plzeňský,3
310203024,2,Základní škola Kralovice,33141,Kralovice,Nová,730,Plzeň-sever,Plzeňský,2
310203394,2,Kotelna Obchodní náměstí 25/3,14300,Praha 12,Obchodní náměstí,25/3,,,3
310203394,3,Bloková kotelna,14200,Praha 12,Smolkova,943/6,,,3
310203438,1,CK Nepomuk,33501,Nepomuk,Klášter,544,Plzeň-jih,Plzeňský,3
310203438,3,ZUŠ Rokycany,33701,Rokycany,Jiráskova,181,Rokycany,Plzeňský,3
310203438,4,Domažlická nemocnice a.s.,34401,Domažlice,Domažlice,292,Domažlice,Plzeňský,5
310203438,6,"Centrum sociálních služeb Domažlice, příspěvková organizace",34562,Černovice,Černovice,,Domažlice,Plzeňský,2
310203438,7,Gymnázium Tachov,34701,Tachov,Pionýrská,2115,Tachov,Plzeňský,10
310203447,1,BK Palackého,27735,Mšeno,Palackého,,Mělník,Středočeský,1
310203470,1,Kotelna K 1,69123,Pohořelice,Náměstí Svobody,723,Břeclav,Jihomoravský,2
310203470,2,Kotelna K 2,69123,Pohořelice,Náměstí Svobody,840,Břeclav,Jihomoravský,2
310203470,3,Kotelna K 4,69123,Pohořelice,Brněnská,121,Břeclav,Jihomoravský,2
310203475,1,Kotelna Pivovarská,74245,Fulnek,Pivovarská,242,Nový Jičín,Moravskoslezský,3
310203487,1,Kogenerace PS 54,73801,Frýdek - Mýstek,Novodvorská,,Frýdek-Místek,Moravskoslezský,4
310203497,1,"GASCONTROL, společnost s r.o.",73564,Havířov - Suchá,Nový Svět,59,Karviná,Moravskoslezský,3
310203517,1,Kotelna Ručilova,77200,Olomouc,Ručilova,108/16,Olomouc,Olomoucký,5
310203519,1,Spalovna Lučební závody Draslovka a.s. Kolín,28099,Kolín,Havlíčkova,605,Kolín,Středočeský,2
310203550,1,Plynová kotelna,34701,Tachov,Pionýrská,1370,Tachov,Plzeňský,8
310203553,1,Plynová kotelna Hraničky,68201,Vyškov,Na Hraničkách,438/13,Vyškov,Jihomoravský,8
310203553,4,Plynová kotelna Osvobození,68201,Vyškov,Sídliště Osvobození,769/49,Vyškov,Jihomoravský,6
310203553,10,Plynová kotelna Sportovní,68201,Vyškov,Sportovní,795/8,Vyškov,Jihomoravský,4
310203553,12,Plynová kotelna Dukelská,68201,Vyškov,Dukelská,796/28,Vyškov,Jihomoravský,7
310203553,13,Plynová kotelna Otakara Jaroše,68201,Vyškov,kpt. Otakara Jaroše,340/4,Vyškov,Jihomoravský,5
310203553,14,Plynová kotelna Palánek,68201,Vyškov,Palánek,393/12,Vyškov,Jihomoravský,4
310203553,15,Plynová kotelna Tyršova,68201,Vyškov,Tyršova,794/40,Vyškov,Jihomoravský,4
310203557,1,Lučební závody a. s. Kolín,28024,Kolín,Pražská,54,Kolín,Středočeský,3
310203619,1,ČOV Smiřice,50303,Smiřice,Čistírna odpadních vod,,Hradec Králové,Královéhradecký,1
310203623,1,Kotelna Barrandov Studio a.s.,15200,Praha 5,Kříženeckého náměstí,322/5,,,2
310203623,3,Ateliéry Hostivař,10200,Praha 10,U Továren,261,,,1
310203635,1,Kotelna - biomasa,69650,Moravany,Moravany,73,Hodonín,Jihomoravský,1
310203642,1,Bloková kotelna,27451,Slaný,Politických vězňů,576,Kladno,Středočeský,3
310203650,1,Plynová kotelna,36006,Karlovy Vary,1. máje 3,1,Karlovy Vary,Karlovarský,3
310203652,1,"Plynová kotelna OSTROJ Opava, a.s.",74641,Opava,Těšínská,1586/66,Opava,Moravskoslezský,3
310203654,5,Kotelna Jubilejní vila,79003,Jeseník,Priessnitzova,308,Jeseník,Olomoucký,4
310203682,1,Centrální plynová kotelna,40746,Krásná Lípa,Nemocniční,1066/34,Děčín,Ústecký,2
310203683,2,Na Klaudiánce 28,14000,Praha 4 - Podolí,Na Klaudiánce,784/28,,,2
310203683,3,Podolská,14000,Praha 4 - Podolí,Podolská,761/112,,,2
310203683,10,5. května 4,14000,Praha 4 - Nusle,5. května 1662/,5,,,1
310203683,23,Mladoboleslavská 338,27732,Byšice,Mladoboleslavská,338,Mělník,Středočeský,2
310203683,24,Smolkova 943,14200,Praha,Smolkova,943/6,,,3
310203683,25,Obchodní náměstí 25,14300,Praha,Obchodní náměstí,25/3,,,3
310203685,1,Centrální kotelna,66412,Oslavany,Hlavní,43/8,Brno-venkov,Jihomoravský,2
310203700,1,Výtopna SLETEX,73801,Frýdek-Místek,Nádražní,1085,Frýdek-Místek,Moravskoslezský,2
310203710,1,Kotelna Vanice,56601,Vysoké Mýto,Generála Svatoně,760/,Ústí nad Orlicí,Pardubický,4
310203710,2,Kotelna Družba,56601,Vysoké Mýto,Prokopa Velikého,941/,Ústí nad Orlicí,Pardubický,3
310203710,3,Kotelna Pod Kasinem,56601,Vysoké Mýto,U Potoka,763/,Ústí nad Orlicí,Pardubický,4
310203710,5,Kotelna Pivovarská I.,56601,Vysoké Mýto,Pivovarská,512/,Ústí nad Orlicí,Pardubický,2
310203710,7,Kotelna Husova,56601,Vysoké Mýto,Husova,942/,Ústí nad Orlicí,Pardubický,2
310203718,1,Teplárna Energetické centrum s.r.o.,37701,Jindřichův Hradec,Otín,3,Jindřichův Hradec,Jihočeský,4
310203732,1,Plynová kotelna,25801,Vlašim,Vlasákova,333,Benešov,Středočeský,2
310203734,1,Kotelna Film real,76001,Zlín,Filmová,174,Zlín,Zlínský,2
310203741,1,Bloková kotelna Zdíkov,38472,Zdíkov,Zdíkov,,Prachatice,Jihočeský,2
310203754,1,Kotelna ŽOS České Velenice CZ a.s.,37810,České Velenice,Jana Pernera,159,Jindřichův Hradec,Jihočeský,3
310303798,1,Bioenergetické centrum Roštín,76803,Roštín,Roštín,292,Kroměříž,Zlínský,2
310303815,1,Spalovací zařízení na biomasu,53901,Hlinsko,Družstevní,1523,Chrudim,Pardubický,1
310303834,1,PK Bohdalec,10100,Praha,V Dolině,1160,,,3
310303834,2,PK Malvazinky,15000,Praha,Štorkánova,2809/3,,,2
310303834,3,PK Miškovice,19600,Praha,Bendlova,148,,,3
310303834,4,PK Kyje,19800,Praha,Dvořišťská,,,,3
310303834,5,PK-1 JÍLBYTY,25401,Jílové u Prahy,Barvířova,519,Praha-západ,Středočeský,2
310303834,7,PK Maják,19700,Praha,Mladoboleslavská,,,,2
310303834,8,PK Student,29501,Mnichovo Hradiště,Studentská,1443,Mladá Boleslav,Středočeský,3
310303834,9,PK ČSLA,29501,Mnichovo Hradiště,Čs. armády,1442,Mladá Boleslav,Středočeský,2
310303834,10,PK Altán,10000,Praha 10,Pod Altánem,2406/48,,,2
310303834,11,PK Roztoky,25263,Roztoky,Čapkova,887,Praha-západ,Středočeský,2
310303834,12,PK Dobříš,26301,Dobříš,Na Čihadle,829,Příbram,Středočeský,2
310303834,13,PK Milovice - Mladá,28923,Milovice,Spojovací,559,Nymburk,Středočeský,2
310303834,14,Výtopna Říčany,25101,Říčany,Olivova,1816,Praha-východ,Středočeský,2
310303834,15,PK Morseova,10900,Praha,Morseova,242,,,2
310303834,16,Výtopna Rakovník,26901,Rakovník,Dukelských hrdinů II.,200,Rakovník,Středočeský,2
310303834,18,PK Uhříněves,10400,Praha 10,K Netlukám,962/18,,,2
310303834,20,Výtopna Libčice,25266,Libčice nad Vltavou,Pod Saharou,715,Praha-západ,Středočeský,3
310303834,21,Výtopna Lidická,29501,Mnichovo Hradiště,Lidická,987,Mladá Boleslav,Středočeský,2
310303834,24,Výtopna TESTCOM,14800,Praha,Hvožďanská,,,,2
310303834,25,PK SAFINA,25242,Vestec,Vídeňská,104,Praha-západ,Středočeský,5
310303834,26,Výtopna SÁZAVA,28506,Sázava,Sklářská,279/99,Benešov,Středočeský,2
310303834,27,Výtopna SMOLKOVA,14200,Praha 12,Smolkova,565,,,3
310303834,28,MIROTICKÁ,14200,Praha 4,Mirotická,965/1,,,3
310303834,29,NA BŘEHU,19000,Praha 9,Na Břehu,434,,,5
310303834,30,LANNOVA 8,11000,Praha - Nové Město,Lannova,2061/8,,,3
310303834,31,Závodní teplárna,39715,Písek,U vodárny,1506,Písek,Jihočeský,3
310303834,32,Plynová kotelna Husova,33401,Přeštice,Husova,967,Plzeň-jih,Plzeňský,3
310303834,33,Plynová kotelna Palackého,33401,Přeštice,Palackého,922,Plzeň-jih,Plzeňský,2
310303834,34,Bezdružice,34952,Bezdružice,sídliště Bezdružice,,Tachov,Plzeňský,2
310303834,35,Kotelna U pivovaru,35751,Kynšperk nad Ohří,U Pivovaru,501,Sokolov,Karlovarský,2
310303834,36,Kynžvart K359,35491,Lázně Kynžvart,Krátká,359,Cheb,Karlovarský,3
310303834,37,Čerčany,25722,Čerčany,Havlíčkova,,Benešov,Středočeský,3
310303834,38,Štěpánov,78313,Štěpánov,Sídliště,,Olomouc,Olomoucký,2
310303834,39,Energetika Kopřivnice,74221,Kopřivnice,Areál Tatry,1446,Nový Jičín,Moravskoslezský,3
310303834,40,K_HORA,28403,Kutná Hora,K Nádraží,,Kutná Hora,Středočeský,2
310303834,41,LEHÁROVA,14300,Praha,Lehárova,1820,,,3
310303834,42,K DÍLNÁM,28002,Kolín,K dílnám,,Kolín,Středočeský,4
310303834,43,MBU,14200,Praha,Vídeňská,1083,,,1
310303834,44,ZA VALEM,14200,Praha,Za Valem,1403/15,,,3
310303834,45,RALSKO - KUŘÍVODY,47124,Ralsko,Ralsko,590,Česká Lípa,Liberecký,2
310303834,46,DOKSY - PRAŽSKÁ,47201,Doksy,Pražská,637,Česká Lípa,Liberecký,2
310303886,1,Výtopna Velké Hamry,46845,Velké Hamry,Velké Hamry,76,Jablonec nad Nisou,Liberecký,2
310303888,1,Kotelna teplé užitkové vody,14300,Praha 4 - Modřany,U Vlečky,,,,2
310303908,2,Kotelna Gymnázium Špitálská,19000,Praha,Špitálská,700/2,,,3
310303930,1,Kotelna Čechova,17000,Praha 7,Čechova,587/29,,,2
310303939,2,SVJ NOVÁKOVÝCH 257,18000,Praha,Novákových,257,,,3
310303946,1,Kotelna Kamýcká,16500,Praha 6,Kamýcká,942,,,2
310303980,1,Základní škola,37323,Svatý Jan nad Malší,Svatý Jan nad Malší,2,České Budějovice,Jihočeský,1
310303980,2,Prodejna,37323,Svatý Jan nad Malší,Svatý Jan nad Malší,107,České Budějovice,Jihočeský,1
310303987,1,Semperflex Optimit s.r.o.,74235,Odry,Vítkovská,391,Nový Jičín,Moravskoslezský,5
310304008,1,Plynová kotelna K1,43191,Vejprty,Myslbekova,1225,Chomutov,Ústecký,2
310304008,2,Plynová kotelna K2,43191,Vejprty,Moskevská,1240,Chomutov,Ústecký,2
310304008,3,Plynová kotelna K3,43191,Vejprty,Luční,1284,Chomutov,Ústecký,2
310304018,1,HOTEL FRYMBURK,38279,Frymburk,Frymburk,140,Český Krumlov,Jihočeský,1
310304027,1,Kotelna Kamenná,58301,Chotěboř,Kamenná,1598,Havlíčkův Brod,Vysočina,4
310304027,2,Kotelna Tyršova,58301,Chotěboř,Tyršova,1672,Havlíčkův Brod,Vysočina,3
310304027,3,Kotelna Severní,58301,Chotěboř,Severní,1145,Havlíčkův Brod,Vysočina,2
310304027,4,Kotelna Trčků z Lípy,58301,Chotěboř,Trčků z Lípy,69,Havlíčkův Brod,Vysočina,1
310304034,1,Plynová kotelna Rolavská,36225,Nová Role,Rolavská,1,Karlovy Vary,Karlovarský,3
310304040,1,Plynová kotelna PK-01,76701,Kroměříž,Denkova,,Kroměříž,Zlínský,5
310304048,1,Kotelna občanské vybavenosti,37825,Deštná,Náměstí Míru,310,Jindřichův Hradec,Jihočeský,2
310304051,2,Plynová kotelna U vozovny,10856,Praha 10,U vozovny,6,,,3
310304051,3,Plynová kotlena Sazečská,10800,Praha 10,Sazečská,1,,,2
310304051,6,"Plynová kotelna MBÚ ""Z""",14220,Praha 4 - Libuš,Vídeňská,1083,,,1
310304051,7,Plynová kotelna DP BUS Kačerov,14133,Praha 4,Ke garážím,,,,2
310304051,8,Plynová kotelna DP ED Pankrác,14000,Praha 4 - Pankrác,náměstí Hrdinů,,,,3
310304051,11,METRO - DEPO ZLIČÍN,15521,Praha,Na Radosti,132/51,,,3
310304051,12,AUTOBUSY - GARÁŽ ŘEPY,16000,Praha,Reinerova,4,,,3
310304051,13,ED - VOZOVNA MOTOL,15000,Praha,Plzeňská,101/219,,,4
310304051,14,Kotelna obytného souboru na Šafránce,15500,Praha,Smíchovská,,,,2
310304051,18,Dobřichovice,25229,Dobřichovice,Anežky České,1119,Praha-západ,Středočeský,3
310304075,1,Kotelna C1,75605,Karolinka,Na Oboře,596,Vsetín,Zlínský,3
310304079,1,Kotelna Benátská,12000,Praha 2,U Nemocnice,2,,,4
310304079,2,Kotelna Wenzigova,12000,Praha 2,Wenzigova,1,,,4
310304092,1,Komenského 9,76321,Slavičín,Komenského,9,Zlín,Zlínský,3
310404130,1,Plynová kotelna Otická,74601,Opava,Otická,2692/15,Opava,Moravskoslezský,6
310404140,2,OLEJOVÁ KOTELNA NEMOCNICE,26101,Příbram,U Nemocnice,84,Příbram,Středočeský,3
310404144,2,Kotelna Nad Práchovnou,58832,Brtnice,Nad Práchovnou,711,Jihlava,Vysočina,3
310404144,3,Výtopna   UK  4,34815,Planá,Plzeňská,825,Tachov,Plzeňský,3
310404158,1,EJPO 3000 Dýšina,33002,Dýšina,Dýšina,,Plzeň-město,Plzeňský,1
310404167,2,Nečín,26213,Nečín,Nečín,70,Příbram,Středočeský,4
310404172,1,Kotelna Mařákova,57001,Litomyšl,Mařákova,1089,Svitavy,Pardubický,4
310404173,1,Centrální výtopna Luhačovice,76326,Luhačovice,Luhačovice,131,Zlín,Zlínský,3
310404175,1,Výtopna,37821,Kardašova Řečice,Husova,537,Jindřichův Hradec,Jihočeský,2
310404180,1,Kotelna pro vytápění domu č.p. 141,34201,Sušice,Hrádecká,141,Klatovy,Plzeňský,1
310404182,1,Kotelna K9,47154,Cvikov,Sídliště,556/,Česká Lípa,Liberecký,3
310404182,2,Kotelna K2,47154,Cvikov,Sídliště,557/,Česká Lípa,Liberecký,3
310404182,3,Kotelna K177,47154,Cvikov,Boženy Němcové,177,Česká Lípa,Liberecký,3
310404182,4,Kotelna K569,47154,Cvikov,Martinovo údolí,569,Česká Lípa,Liberecký,4
310404182,5,Kotelna K5,47154,Cvikov,Lindava,242/,Česká Lípa,Liberecký,2
310404210,2,Vojenský rehabilitační ústav Slapy,25208,Slapy,Slapy - pavilon B,112,Praha-západ,Středočeský,3
310404239,1,Nové energocentrum,78962,Olšany,Olšany,18,Šumperk,Olomoucký,3
310404241,1,Fakultní nemocnice Brno - Energocentrum,62500,Brno,Jihlavská,,Brno-město,Jihomoravský,7
310404288,1,K1 - stará kotelna,67904,Adamov,Mírová,87,Blansko,Jihomoravský,3
310404333,1,LD Elektra,36251,Jáchymov,K lanovce,912,Karlovy Vary,Karlovarský,2
310404346,1,Kotelna MESIT,68601,Uherské Hradiště,Sokolovská,573,Uherské Hradiště,Zlínský,5
310404352,1,Lázně Libverda,46362,Lázně Libverda,Lázně Libverda,199,Liberec,Liberecký,2
310404359,1,Kotelna Chbany,43157,Chbany,Chbany,22,Chomutov,Ústecký,4
310404359,2,Kotelna Chbany-Poláky,43801,Poláky,Poláky,11,Chomutov,Ústecký,2
310404364,1,Dukla,41501,Újezdeček,Osada Dukla,,Teplice,Ústecký,2
310404382,1,Mazánkova,56206,Ústí nad Orlicí,Mazánkova,75,Ústí nad Orlicí,Pardubický,5
310404382,2,T. G. Masaryka,56201,Ústí nad Orlicí,T. G. Masaryka,184,Ústí nad Orlicí,Pardubický,2
310404382,3,Okružní,56201,Ústí nad Orlicí,Okružní,517,Ústí nad Orlicí,Pardubický,4
310404382,4,Třebovská,56203,Ústí nad Orlicí,Třebovská,,Ústí nad Orlicí,Pardubický,3
310404382,5,Poříční,56203,Ústí nad Orlicí,Poříční,453,Ústí nad Orlicí,Pardubický,3
310404382,6,Dukelská,56203,Ústí nad Orlicí,Dukelská,,Ústí nad Orlicí,Pardubický,2
310404382,7,Dukelská 300,56203,Ústí nad Orlicí,Dukelská,300,Ústí nad Orlicí,Pardubický,4
310404382,8,V Lukách,56201,Ústí nad Orlicí,V Lukách,,Ústí nad Orlicí,Pardubický,2
310404385,1,KOTELNA,40746,Krásná Lípa,Barvířská,,Děčín,Ústecký,3
310404400,1,Třináctka,14000,Praha 4,Lounských,689/13,,,1
310404407,1,Bloková kotelna bytových domů,10600,Praha 10,Za Návsí,2450/11,,,1
310404433,1,Gymnázium Otokara Březiny a Střední odborná škola,58856,Telč,Hradecká,235,Jihlava,Vysočina,6
310404454,3,kotelna Záchlumí,34901,Záchlumí,Záchlumí,91,Tachov,Plzeňský,2
310404489,2,Kotelna K2,51761,Rokytnice v Orlických horách,1. máj,1,Rychnov nad Kněžnou,Královéhradecký,1
310404496,1,Kotelna Dříteň,37351,Dříteň,Dříteň,,České Budějovice,Jihočeský,3
310504544,1,CZT - kotelna Větrník,54941,Červený Kostelec,Gen. Kratochvíla,,Náchod,Královéhradecký,3
310504581,1,Domovní plynová kotelna,76001,Zlín,Lazy III,3815,Zlín,Zlínský,2
310504583,1,ÚVN Praha,16902,Praha 6,U vojenské nemocnice,1200/1,,,7
310504588,2,"MZe ČR, ZA a PÚ Rychnov nad Kněžnou",51601,Rychnov nad Kněžnou,Jiráskova,1320,Rychnov nad Kněžnou,Královéhradecký,2
310504595,1,Plynová kotelna Wolkerova 947,66434,Kuřim,Wolkerova,947,Brno-venkov,Jihomoravský,5
310504596,1,Bořetín,54901,Nové Město nad Metují,Na Bořetíně,150,Náchod,Královéhradecký,2
310504596,2,Plynová kotelna - Malecí 1,54901,Nové Město nad Metují,Družstevní,586,Náchod,Královéhradecký,3
310504598,1,ISŠE-COP,37341,Hluboká nad Vltavou,Zvolenovská,537,České Budějovice,Jihočeský,9
310504611,1,Kostelní,74235,Odry,Kostelní,97/4,Nový Jičín,Moravskoslezský,2
310504611,2,Plynová kotelna K1,74235,Odry,Nádražní,,Nový Jičín,Moravskoslezský,2
310504625,1,Kotelna na Lindovce,76727,Kroměříž,Na Lindovce,1463,Kroměříž,Zlínský,4
310504636,1,PPE Vřesová,35743,Vřesová,Vřesová,,Sokolov,Karlovarský,4
310504636,2,ZE Vřesová,35743,Vřesová,Vřesová,,Sokolov,Karlovarský,5
310504636,3,Generátor TP,35743,Vřesová,Vřesová,,Sokolov,Karlovarský,1
310504636,4,Likvidace BEP TP,35743,Vřesová,Vřesová,,Sokolov,Karlovarský,1
310504636,5,Likvidace CHEP TP,35743,Vřesová,Vřesová,,Sokolov,Karlovarský,1
310504636,6,Krajková,35709,Krajková,Krajková,81,Sokolov,Karlovarský,2
310504660,1,ALEMA Lanškroun a.s.,57101,Moravská Třebová,Brněnská,17,Svitavy,Pardubický,4
310504677,1,Plynová kotelna K2,40777,Šluknov,Tyršova,710,Děčín,Ústecký,3
310504684,1,Kotelna Pražmo - Vlčánky,73904,Pražmo,Pražmo,196,Frýdek-Místek,Moravskoslezský,2
310504690,1,Plynová kotelna ŠA Hamr,43601,Litvínov,Mládežnická,220,Most,Ústecký,3
310504690,2,Plynová kotelna Loučky,43601,Litvínov,K Loučkám,1679,Most,Ústecký,2
310504712,4,Kotelna Roztoky u Křivoklátu,27023,Roztoky,Sídliště Roztoky,191,Rakovník,Středočeský,4
310504740,1,"Nemocnice Šumperk, s.r.o.",78701,Šumperk,Nerudova,,Šumperk,Olomoucký,5
310504747,1,SVAH,34562,Holýšov,Tovární,108,Domažlice,Plzeňský,1
310504747,2,FEREX-castings,46002,Liberec,Domky,35,Liberec,Liberecký,3
310504750,1,Kotelna Nerudova,74258,Příbor,Nerudova,146,Nový Jičín,Moravskoslezský,2
310504750,2,Kotelna Lomena,74258,Příbor,Lomená,1520,Nový Jičín,Moravskoslezský,2
310504755,1,Energoblok Domoradice,38101,Český Krumlov,Tovární,,Český Krumlov,Jihočeský,2
310504781,1,KOTELNA PODOLÍ - AREÁL KOLEJÍ SÚZ ČVUT,14700,Praha 4,Na Lysině,772/12,,,4
310504781,2,STRAHOV BLOK 3 - AREÁL KOLEJÍ SÚZ ČVUT,16900,Praha 6,Vaníčkova,,,,4
310504781,3,STRAHOV BLOK 6 - AREÁL KOLEJÍ SÚZ ČVUT,16900,Praha 6,Vaníčkova,,,,4
310504781,4,STRAHOV BLOK 9 - AREÁL KOLEJÍ SÚZ ČVUT,16900,Praha 6,Vaníčkova,,,,4
310504781,5,STRAHOV BLOK 11 - AREÁL KOLEJÍ SÚZ ČVUT,16900,Praha 6,Váníčkova,,,,3
310504785,2,"Kotelna K-10, obytný dům čp. 387",54201,Žacléř,K. Čapka,387,Trutnov,Královéhradecký,2
310504788,1,Centrální výtopna Města Kašperské Hory,34192,Kašperské Hory,Smetanova,156,Klatovy,Plzeňský,2
310504802,1,Kotelna Toužim,36401,Toužim,Sídliště,438,Karlovy Vary,Karlovarský,3
310504848,1,Kotelna Prosečnice,25741,Krhanice,Krhanice,,Benešov,Středočeský,3
310504848,3,Kotelna KÚ Fakultní Thomayerovy nemocnice s poliklinikou 103,14000,Praha 4,Sulická,103,,,3
