cislo_licence,pocet_zdroju
111330501,1
111330502,1
111330503,1
111330504,1
111330505,1
111330506,1
111330509,1
111330510,1
111330511,1
111330512,1
111330513,1
111330514,1
111330515,1
111330516,1
111330517,1
111330518,1
111330519,1
111330520,1
111330521,1
111330522,1
111330523,1
111330524,1
111330525,1
111330526,1
111330527,1
111330528,1
111330529,1
111330530,1
111330531,1
111330532,1
111330533,1
111330534,1
111330535,2
111330537,1
111330538,1
111330539,1
111330540,1
111330541,1
111330542,2
111330543,1
111330544,1
111330545,1
111330546,1
111330547,1
111330548,1
111330549,1
111330550,1
111330551,1
111330552,1
111330553,1
111330554,1
111330555,1
111330556,1
111330557,1
111330558,1
111330559,1
111330560,1
111330561,1
111330562,1
111330563,1
111330564,2
111330565,1
111330566,1
111330567,1
111330568,1
111330569,2
111330570,1
111330571,2
111330572,1
111330573,1
111330574,1
111330575,1
111330576,1
111330577,2
111330578,1
111330579,2
111330580,1
111330581,2
111330582,1
111330583,1
111330584,1
111330585,1
111330586,1
111330587,2
111330588,1
111330589,1
111330590,1
111330591,1
111330592,1
111330593,1
111330594,1
111330595,1
111330596,1
111330597,1
111330598,2
111330599,1
111330600,1
111330601,1
111330602,1
111330603,1
111330604,1
111330605,1
111330606,1
111330607,1
111330608,1
111330609,1
111330610,2
111330611,1
111330612,1
111330613,1
111330614,2
111330615,1
111330617,1
111330618,1
111330619,1
111330620,1
111330621,1
111330622,1
111330623,1
111330624,1
111330625,1
111330626,1
111330627,1
111330628,1
111330630,1
111330631,1
111330632,1
111330633,1
111330634,1
111330635,1
111330636,1
111330638,1
111330639,2
111330640,1
111330641,1
111330642,1
111330643,1
111330644,1
111330645,1
111330646,1
111330647,2
111330648,1
111330649,1
111330650,1
111330651,1
111330652,3
111330653,1
111330654,1
111330655,1
111330656,1
111330657,2
111330658,1
111330659,1
111330660,1
111330661,1
111330662,1
111330663,1
111330664,1
111330665,1
111330666,1
111330667,1
111330668,1
111330669,1
111330670,1
111330671,1
111330672,1
111330673,1
111330674,1
111330675,1
111330676,2
111330677,1
111330678,1
111330679,1
111330682,1
111330683,1
111330684,1
111330686,1
111330687,1
111330688,1
111330689,1
111330690,1
111330691,1
111330692,2
111330693,1
111330694,1
111330695,1
111330696,1
111330697,1
111330698,1
111330699,1
111330700,1
111330702,1
111330703,1
111330704,1
111330705,1
111330706,1
111330707,1
111330708,1
111330709,2
111330710,2
111330711,1
111330712,1
111330713,1
111330714,1
111330715,1
111330716,1
111330717,1
111330718,1
111330719,1
111330720,1
111330721,1
111330722,1
111330723,0
111330724,1
111330725,1
111330726,1
111330728,2
111330729,1
111330730,1
111330731,1
111330732,1
111330733,1
111330734,1
111330735,1
111330737,1
111330738,1
111330739,1
111330740,1
111330741,1
111330742,1
111330743,1
111330744,1
111330745,1
111330746,1
111330747,1
111330748,1
111330749,1
111330750,1
111330751,1
111330752,1
111330753,1
111330754,1
111330756,1
111330757,1
111330758,1
111330759,1
111330760,1
111330761,1
111330762,1
111330763,1
111330764,1
111330765,1
111330766,1
111330767,1
111330768,1
111330769,1
111330770,1
111330771,1
111330772,2
111330773,0
111330774,2
111330775,1
111330776,1
111330777,1
111330779,1
111330780,1
111330781,2
111330782,1
111330783,1
111330784,30
111330785,1
111330786,1
111330787,1
111330788,1
111330789,1
111330790,1
111330791,1
111330792,1
111330793,1
111330794,1
111330795,1
111330796,1
111330797,1
111330798,1
111330799,2
111330800,1
111330801,1
111330802,1
111330803,1
111330804,1
111330805,1
111330806,1
111330807,1
111330808,1
111330809,1
111330810,1
111330811,1
111330812,1
111330813,1
111330814,1
111330815,1
111330816,1
111330817,1
111330818,1
111330819,1
111330820,1
111330821,2
111330822,1
111330823,1
111330825,1
111330826,1
111330827,1
111330828,1
111330829,1
111330831,1
111330832,1
111330833,1
111330834,1
111330835,1
111330836,1
111330838,3
111330839,1
111330840,1
111330841,1
111330842,3
111330843,1
111330844,1
111330845,1
111330846,1
111330847,1
111330849,1
111330850,1
111330852,1
111330853,1
111330854,1
111330855,1
111330856,2
111330857,1
111330858,1
111330859,3
111330860,1
111330861,1
111330862,1
111330863,1
111330864,1
111330865,1
111330866,1
111330867,1
111330868,1
111330869,1
111330870,1
111330872,1
111330873,1
111330874,1
111330877,2
111330878,1
111330879,1
111330880,1
111330881,1
111330882,2
111330883,1
111330884,1
111330885,1
111330886,1
111330887,1
111330888,1
111330889,1
111330890,1
111330891,1
111330892,1
111330893,1
111330894,1
111330895,1
111330896,1
111330897,1
111330898,1
111330899,1
111330900,2
111330901,1
111330902,1
111330903,1
111330904,1
111330905,1
111330906,1
111330907,1
111330908,1
111330909,1
111330910,4
111330911,1
111330912,1
111330913,1
111330914,1
111330915,1
111330916,1
111330917,1
111330918,1
111330919,1
111330920,2
111330921,1
111330922,1
111330923,1
111330924,1
111330925,1
111330926,1
111330927,2
111330929,1
111330930,1
111330931,1
111330932,1
111330933,1
111330934,3
111330935,1
111330937,1
111330938,2
111330939,1
111330940,1
111330941,1
111330942,2
111330943,1
111330945,1
111330946,1
111330947,1
111330948,2
111330949,1
111330950,1
111330951,1
111330952,1
111330953,1
111330954,1
111330955,1
111330956,1
111330957,1
111330958,2
111330959,1
111330960,1
111330961,1
111330962,1
111330963,1
111330964,1
111330965,1
111330966,1
111330967,1
111330968,1
111330969,1
111330970,1
111330971,1
111330972,1
111330973,1
111330974,1
111330975,1
111330976,1
111330977,1
111330978,1
111330980,1
111330981,1
111330982,1
111330983,1
111330984,1
111330985,4
111330986,1
111330987,1
111330988,1
111330989,1
111330990,1
111330991,0
111330992,1
111330993,2
111330994,1
111330995,1
111330996,1
111330997,1
111330998,1
111330999,1
111331000,1
111331001,1
111331002,1
111331005,1
111331006,2
111331007,1
111331008,1
111331009,1
111331010,1
111331011,1
111331012,1
111331014,1
111331015,1
111331016,1
111331017,1
111331018,1
111331019,2
111331020,1
111331021,2
111331022,1
111331023,1
111331024,3
111331025,1
111331026,1
111331027,1
111331028,1
111331029,1
111331030,1
111331031,1
111331032,1
111331033,1
111331034,1
111331035,1
111331036,1
111331037,1
111331038,1
111331039,1
111331040,1
111331041,1
111331042,1
111331043,1
111331044,1
111331045,1
111331046,1
111331047,1
111331048,1
111331049,1
111331050,1
111331051,3
111331052,1
111331053,1
111331054,1
111331055,1
111331056,1
111331057,1
111331058,2
111331059,1
111331060,1
111331062,1
111331063,1
111331064,1
111331065,1
111331066,1
111331067,1
111331068,1
111331069,1
111331070,3
111331071,1
111331072,1
111331073,1
111331074,1
111331075,1
111331076,1
111331077,1
111331080,1
111331081,1
111331082,1
111331083,1
111331084,1
111331085,1
111331086,1
111331087,1
111331088,1
111331089,1
111331090,1
111331091,1
111331092,1
111331093,1
111331094,1
111331095,1
111331096,1
111331097,1
111331098,1
111331099,1
111331100,1
111331101,1
111331102,1
111331103,1
111331104,1
111331105,1
111331106,1
111331107,1
111331108,1
111331109,1
111331110,1
111331111,1
111331112,1
111331113,1
111331114,1
111331115,1
111331116,1
111331117,1
111331118,1
111331119,1
111331120,1
111331121,1
111331122,1
111331123,1
111331124,1
111331125,2
111331126,1
111331127,1
111331128,1
111331129,1
111331130,1
111331131,1
111331132,1
111331133,1
111331134,1
111331135,2
111331136,1
111331137,1
111331139,1
111331140,1
111331141,1
111331142,1
111331143,1
111331144,1
111331145,1
111331146,1
111331147,1
111331148,1
111331149,1
111331150,1
111331151,1
111331152,2
111331153,1
111331154,1
111331156,1
111331157,1
111331158,1
111331160,1
111331161,1
111331162,1
111331163,1
111331164,3
111331165,1
111331166,1
111331167,1
111331168,3
111331169,1
111331170,1
111331171,1
111331172,1
111331173,1
111331174,1
111331175,1
111331176,1
111331177,1
111331178,1
111331179,1
111331180,1
111331181,1
111331182,1
111331183,1
111331184,1
111331185,1
111331186,3
111331187,1
111331189,1
111331190,2
111331191,1
111331192,1
111331193,1
111331194,1
111331195,1
111331196,1
111331197,1
111331198,2
111331199,1
111331200,1
111331201,1
111331202,1
111331203,2
111331204,1
111331205,1
111331206,1
111331207,1
111331208,1
111331209,1
111331210,1
111331211,1
111331212,1
111331213,1
111331214,1
111331215,1
111331216,1
111331217,1
111331218,1
111331219,1
111331220,1
111331221,1
111331222,1
111331223,1
111331224,1
111331225,1
111331226,1
111331227,1
111331228,1
111331229,1
111331230,1
111331231,1
111331232,2
111331233,1
111331234,1
111331235,1
111331236,1
111331237,1
111331238,1
111331239,1
111331240,1
111331242,1
111331243,1
111331244,1
111331245,1
111331247,2
111331248,1
111331250,1
111331251,1
111331253,1
111331254,1
111331255,1
111331256,1
111331257,1
111331258,1
111331259,1
111331260,1
111331261,1
111331262,1
111331263,1
111331264,1
111331265,1
111331266,1
111331267,1
111331268,1
111331269,1
111331270,1
111331271,1
111331272,1
111331273,1
111331274,1
111331275,1
111331276,1
111331277,1
111331280,1
111331281,1
111331282,1
111331283,1
111331284,2
111331285,1
111331286,1
111331287,1
111331288,1
111331289,1
111331290,1
111331291,1
111331292,1
111331293,1
111331294,1
111331295,1
111331296,1
111331297,1
111331298,1
111331299,1
111331300,1
111331301,1
111331303,1
111331304,1
111331305,1
111331306,1
111331307,1
111331308,1
111331309,1
111331311,1
111331312,1
111331313,7
111331314,2
111331315,1
111331316,1
111331317,1
111331318,1
111331319,1
111331320,1
111331321,1
111331323,1
111331324,1
111331325,1
111331326,2
111331327,1
111331329,1
111331330,1
111331331,2
111331332,1
111331333,1
111331334,1
111331335,1
111331336,1
111331337,1
111331338,1
111331339,1
111331341,1
111331342,1
111331343,1
111331344,1
111331345,1
111331346,1
111331347,1
111331348,1
111331349,1
111331350,1
111331351,1
111331352,1
111331353,2
111331354,2
111331355,1
111331356,1
111331357,1
111331358,1
111331359,1
111331360,2
111331361,2
111331362,1
111331363,1
111331364,1
111331365,1
111331366,1
111331367,1
111331368,1
111331369,1
111331370,1
111331371,1
111331372,1
111331373,1
111331374,1
111331375,1
111331376,1
111331377,1
111331378,1
111331379,1
111331380,1
111331381,1
111331382,3
111331383,1
111331384,1
111331385,1
111331386,1
111331387,1
111331388,1
111331389,1
111331390,1
111331392,2
111331393,1
111331394,1
111331396,2
111331398,1
111331399,1
111331400,1
111331401,1
111331402,1
111331403,1
111331404,1
111331405,12
111331406,1
111331407,1
111331408,1
111331409,1
111331410,1
111331411,1
111331412,1
111331413,1
111331414,1
111331415,1
111331416,1
111331417,2
111331418,1
111331419,1
111331420,1
111331421,1
111331422,1
111331423,1
111331424,1
111331426,1
111331427,2
111331428,1
111331429,1
111331430,2
111331431,1
111331432,1
111331433,1
111331434,1
111331435,1
111331436,1
111331437,1
111331438,2
111331439,1
111331441,1
111331442,1
111331443,1
111331444,1
111331445,1
111331446,1
111331447,1
111331449,1
111331450,2
111331451,1
111331452,1
111331453,1
111331454,1
111331455,1
111331456,1
111331457,1
111331459,1
111331460,1
111331462,1
111331463,1
111331464,1
111331465,1
111331466,1
111331467,1
111331468,1
111331469,1
111331470,1
111331471,1
111331472,1
111331473,1
111331474,1
111331475,1
111331476,1
111331477,1
111331478,1
111331481,1
111331482,1
111331485,1
111331486,1
111331487,1
111331488,1
111331489,3
111331490,1
111331491,1
111331492,1
111331493,1
111331494,1
111331495,1
111331496,1
111331497,1
111331498,1
111331499,1
111331500,1
111331501,1
111331502,1
111331503,1
111331504,1
111331505,1
111331506,1
111331507,2
111331508,1
111331509,1
111331510,1
111331511,1
111331512,1
111331513,1
111331514,1
111331515,1
111331516,1
111331517,1
111331520,1
111331521,1
111331522,1
111331523,1
111331524,3
111331525,1
111331526,1
111331527,1
111331528,1
111331529,1
111331530,1
111331531,2
111331532,1
111331533,2
111331534,1
111331535,1
111331536,1
111331537,1
111331538,1
111331539,1
111331540,1
111331541,1
111331542,1
111331543,1
111331544,1
111331545,1
111331546,1
111331547,1
111331548,1
111331549,1
111331550,1
111331551,1
111331552,1
111331553,1
111331554,1
111331555,1
111331556,1
111331557,1
111331558,1
111331559,1
111331560,1
111331561,1
111331562,1
111331563,2
111331564,1
111331565,1
111331566,1
111331567,1
111331568,1
111331569,1
111331570,1
111331571,2
111331572,1
111331574,1
111331575,1
111331576,1
111331577,1
111331578,1
111331579,1
111331580,1
111331581,1
111331582,1
111331583,3
111331584,1
111331585,1
111331586,1
111331587,1
111331588,1
111331589,1
111331590,1
111331592,2
111331593,1
111331594,1
111331595,1
111331596,1
111331597,2
111331598,1
111331599,1
111331600,1
111331601,2
111331602,1
111331603,1
111331604,1
111331605,1
111331606,1
111331607,1
111331608,1
111331609,1
111331610,1
111331611,1
111331612,1
111331613,1
111331615,1
111331616,1
111331617,1
111331618,1
111331619,1
111331620,1
111331621,1
111331622,1
111331623,1
111331624,1
111331625,1
111331626,1
111331627,5
111331628,1
111331629,1
111331630,1
111331631,1
111331632,1
111331633,1
111331634,1
111331635,1
111331637,1
111331638,1
111331639,2
111331640,1
111331641,1
111331642,1
111331643,1
111331644,1
111331645,1
111331646,1
111331647,1
111331648,1
111331649,1
111331650,1
111331651,1
111331652,1
111331653,1
111331654,1
111331655,1
111331656,1
111331657,1
111331658,1
111331659,1
111331660,5
111331661,1
111331662,1
111331663,2
111331664,1
111331665,1
111331668,2
111331669,1
111331670,1
111331672,1
111331673,1
111331674,1
111331675,1
111331676,1
111331677,1
111331678,1
111331679,1
111331680,1
111331681,1
111331682,1
111331683,1
111331684,1
111331685,1
111331686,1
111331687,1
111331688,1
111331689,1
111331690,1
111331691,1
111331692,1
111331693,1
111331694,1
111331695,1
111331697,1
111331698,2
111331699,1
111331700,1
111331702,2
111331703,1
111331704,1
111331705,1
111331706,1
111331707,2
111331708,1
111331709,1
111331710,1
111331711,1
111331712,1
111331713,1
111331714,1
111331715,1
111331716,1
111331717,1
111331718,1
111331719,1
111331720,1
111331721,1
111331722,1
111331723,1
111331724,1
111331725,1
111331726,1
111331727,1
111331728,1
111331729,1
111331730,1
111331731,1
111331732,1
111331733,1
111331734,1
111331735,1
111331736,1
111331737,1
111331738,1
111331739,1
111331740,1
111331741,1
111331742,1
111331743,1
111331744,1
111331745,1
111331746,1
111331747,1
111331748,1
111331749,1
111331750,2
111331751,1
111331752,1
111331753,1
111331754,1
111331755,2
111331756,1
111331757,1
111331758,1
111331759,1
111331760,1
111331761,1
111331762,1
111331763,1
111331764,1
111331765,1
111331766,1
111331767,1
111331768,1
111331770,1
111331771,1
111331772,1
111331773,1
111331774,1
111331775,1
111331776,1
111331777,1
111331778,1
111331779,1
111331780,1
111331781,1
111331782,1
111331783,1
111331784,1
111331785,1
111331786,1
111331787,1
111331788,1
111331789,1
111331790,1
111331791,1
111331792,1
111331793,1
111331794,1
111331795,1
111331796,4
111331797,1
111331798,1
111331799,1
111331800,1
111331801,1
111331802,1
111331803,4
111331804,1
111331805,1
111331806,2
111331807,1
111331808,1
111331809,1
111331810,1
111331811,1
111331812,1
111331813,1
111331815,1
111331816,1
111331817,1
111331818,1
111331819,1
111331820,1
111331821,1
111331822,1
111331823,1
111331824,1
111331825,2
111331826,1
111331827,1
111331828,1
111331829,1
111331830,1
111331831,1
111331832,1
111331833,1
111331834,1
111331835,1
111331836,1
111331837,1
111331838,1
111331839,1
111331840,1
111331841,2
111331842,1
111331844,1
111331845,1
111331846,1
111331849,1
111331850,1
111331851,1
111331852,1
111331853,1
111331854,1
111331855,2
111331856,1
111331857,1
111331858,1
111331859,1
111331860,1
111331861,1
111331862,1
111331863,1
111331864,1
111331865,2
111331866,1
111331867,1
111331868,1
111331869,1
111331870,1
111331871,1
111331872,1
111331873,1
111331874,2
111331875,1
111331876,1
111331877,1
111331878,1
111331879,1
111331880,1
111331881,1
111331882,1
111331883,1
111331884,1
111331885,1
111331886,1
111331887,1
111331888,1
111331889,1
111331890,1
111331891,1
111331892,2
111331893,1
111331894,1
111331895,1
111331896,1
111331897,1
111331898,1
111331899,1
111331900,1
111331901,1
111331902,1
111331903,1
111331904,1
111331905,1
111331906,1
111331907,1
111331908,1
111331909,1
111331910,1
111331911,1
111331913,1
111331914,1
111331915,1
111331916,1
111331917,1
111331918,1
111331919,1
111331920,1
111331921,1
111331923,1
111331924,1
111331925,2
111331926,1
111331927,1
111331928,1
111331929,1
111331930,1
111331931,1
111331932,1
111331933,1
111331934,1
111331935,1
111331936,1
111331937,1
111331938,2
111331939,1
111331940,1
111331941,1
111331943,1
111331944,1
111331945,3
111331946,3
111331947,1
111331948,1
111331949,1
111331950,1
111331951,1
111331952,1
111331954,1
111331955,1
111331956,1
111331957,1
111331958,1
111331959,1
111331960,1
111331961,1
111331962,1
111331963,1
111331965,1
111331966,1
111331967,1
111331969,1
111331970,1
111331971,1
111331972,1
111331973,1
111331974,1
111331975,1
111331976,1
111331977,1
111331978,1
111331979,1
111331980,1
111331981,1
111331982,1
111331983,1
111331984,1
111331985,1
111331986,1
111331987,1
111331988,1
111331989,1
111331990,1
111331991,1
111331992,1
111331993,1
111331994,1
111331995,1
111331996,1
111331997,1
111331999,1
111332000,1
111332001,2
111332002,1
111332003,1
111332004,1
111332005,1
111332006,1
111332007,1
111332008,1
111332009,1
111332010,1
111332013,1
111332014,1
111332015,1
111332016,1
111332017,1
111332018,1
111332019,1
111332020,1
111332021,1
111332022,1
111332023,1
111332024,1
111332025,1
111332026,1
111332027,1
111332028,1
111332029,1
111332030,1
111332031,1
111332032,1
111332033,1
111332034,1
111332035,2
111332036,1
111332037,1
111332038,1
111332039,1
111332040,1
111332041,1
111332042,1
111332044,1
111332045,1
111332046,1
111332047,6
111332048,1
111332049,1
111332050,1
111332051,1
111332052,1
111332053,1
111332054,1
111332055,1
111332056,1
111332057,1
111332058,2
111332059,1
111332060,1
111332061,1
111332062,1
111332063,1
111332064,1
111332065,1
111332066,1
111332067,1
111332068,1
111332069,1
111332070,1
111332071,2
111332072,1
111332073,1
111332076,1
111332077,1
111332078,1
111332080,1
111332082,1
111332083,1
111332084,1
111332085,1
111332086,1
111332087,1
111332088,1
111332089,1
111332090,1
111332091,1
111332092,1
111332093,1
111332094,1
111332095,2
111332096,2
111332097,1
111332098,1
111332099,1
111332100,1
111332102,1
111332103,1
111332104,2
111332105,1
111332106,1
111332107,1
111332108,1
111332109,1
111332110,1
111332111,2
111332112,2
111332113,1
111332114,1
111332115,1
111332116,1
111332117,1
111332118,1
111332119,2
111332120,1
111332121,1
111332122,1
111332123,1
111332124,1
111332125,2
111332126,1
111332127,1
111332128,1
111332129,1
111332130,1
111332131,2
111332132,1
111332133,1
111332134,1
111332135,1
111332136,1
111332137,1
111332138,1
111332139,1
111332140,1
111332141,1
111332142,1
111332143,1
111332145,1
111332146,1
111332147,1
111332148,1
111332149,1
111332150,1
111332151,1
111332152,1
111332153,1
111332154,1
111332155,1
111332156,1
111332157,1
111332158,1
111332159,1
111332160,5
111332161,1
111332162,1
111332167,1
111332168,1
111332169,3
111332170,1
111332171,1
111332172,1
111332173,1
111332174,1
111332175,1
111332176,1
111332177,1
111332178,1
111332179,1
111332180,1
111332181,1
111332182,1
111332183,1
111332184,1
111332185,1
111332186,1
111332187,1
111332188,1
111332189,1
111332190,1
111332191,1
111332192,1
111332193,1
111332194,1
111332195,1
111332196,1
111332197,1
111332198,1
111332199,1
111332200,1
111332201,1
111332202,1
111332203,1
111332204,1
111332205,1
111332206,1
111332207,1
111332208,1
111332209,1
111332210,1
111332211,1
111332212,1
111332213,1
111332215,1
111332216,1
111332217,1
111332218,2
111332219,1
111332220,2
111332221,1
111332222,1
111332223,1
111332224,1
111332225,1
111332226,1
111332227,1
111332228,1
111332229,1
111332230,1
111332231,1
111332232,1
111332233,1
111332234,1
111332235,1
111332236,1
111332237,1
111332238,1
111332239,1
111332240,1
111332241,1
111332242,1
111332243,1
111332244,1
111332245,1
111332246,1
111332248,1
111332249,1
111332251,1
111332252,1
111332253,1
111332254,3
111332255,15
111332256,1
111332257,2
111332258,2
111332259,1
111332260,1
111332261,1
111332262,1
111332263,1
111332264,1
111332265,3
111332266,1
111332267,1
111332268,1
111332269,1
111332270,1
111332271,1
111332272,1
111332273,4
111332274,1
111332275,1
111332276,1
111332277,1
111332278,1
111332281,1
111332282,1
111332283,5
111332284,1
111332286,1
111332287,1
111332288,1
111332289,1
111332290,1
111332291,1
111332292,1
111332293,1
111332294,1
111332295,1
111332296,2
111332297,1
111332298,1
111332299,1
111332300,1
111332301,1
111332302,1
111332303,1
111332304,2
111332305,5
111332306,4
111332307,1
111332308,1
111332309,1
111332311,1
111332312,2
111332313,1
111332314,1
111332315,1
111332316,2
111332317,1
111332318,1
111332319,1
111332320,1
111332321,1
111332322,1
111332323,1
111332324,1
111332325,1
111332326,1
111332327,1
111332328,1
111332329,1
111332330,1
111332331,2
111332332,1
111332334,1
111332335,1
111332336,1
111332337,1
111332338,1
111332339,1
111332340,1
111332341,1
111332342,2
111332343,1
111332344,1
111332345,1
111332346,1
111332347,1
111332348,1
111332349,1
111332350,1
111332351,1
111332352,1
111332354,1
111332355,1
111332356,1
111332357,1
111332358,1
111332359,1
111332360,1
111332361,1
111332362,1
111332363,1
111332364,1
111332365,1
111332366,1
111332367,1
111332369,1
111332370,1
111332371,2
111332372,1
111332374,1
111332375,1
111332376,1
111332377,1
111332378,1
111332379,1
111332380,1
111332381,3
111332382,1
111332383,1
111332384,1
111332385,1
111332387,1
111332388,1
111332389,1
111332390,1
111332391,1
111332392,1
111332393,1
111332394,2
111332395,6
111332396,1
111332397,1
111332398,1
111332399,1
111332400,1
111332401,1
111332402,2
111332403,2
111332405,1
111332406,1
111332407,1
111332408,1
111332409,1
111332410,1
111332411,1
111332412,1
111332413,1
111332414,1
111332415,1
111332416,1
111332417,1
111332419,1
111332420,1
111332421,1
111332422,1
111332423,1
111332424,1
111332425,1
111332426,1
111332427,1
111332428,1
111332429,1
111332430,1
111332431,1
111332432,1
111332433,1
111332435,1
111332437,1
111332440,1
111332442,1
111332443,1
111332444,1
111332445,3
111332448,3
111332449,11
111332450,
111332451,1
111332452,2
111332453,1
111332454,1
111332455,1
111332456,1
111332457,1
111332458,1
111332459,1
111332460,1
111332461,1
111332462,1
111332464,1
111332465,1
111332466,1
111332467,1
111332468,1
111332469,2
111332470,1
111332471,2
111332472,1
111332473,1
111332474,1
111332475,1
111332476,1
111332479,1
111332480,1
111332481,1
111332482,1
111332483,1
111332486,1
111332487,1
111332488,1
111332489,1
111332490,1
111332494,1
111332495,1
111332500,1
111332502,1
111332503,1
111332510,1
111332511,1
111332512,1
111332514,4
111332516,1
111332517,1
111332520,1
111332521,1
111332522,1
111332523,1
111332524,1
111332525,1
111332526,1
111332527,1
111332528,1
111332529,2
111332530,2
111332532,1
111332533,2
111332534,2
111332535,1
111332538,1
111332542,3
111332543,1
111332544,2
111332546,1
111332550,1
111432541,1
111432545,2
111432548,3
111432549,2
111432551,1
111432552,2
111432553,1
111432554,2
111432555,1
111432556,1
111432557,2
111432558,1
111432560,1
111432562,1
111432563,2
111432564,1
111432565,1
111432567,1
111432568,1
111432569,3
111432570,1
111432571,1
111432572,2
111432574,1
111432576,1
111432578,1
111432579,1
111432581,1
111432582,1
111432583,1
111432584,1
111432585,2
111432590,1
111432591,1
111432592,1
111432593,1
111432594,1
111432597,1
111432598,1
111432600,1
111432601,1
111432602,1
111432605,1
111432606,4
111432607,1
111432608,1
111432609,1
111432610,1
111432613,1
111432614,2
111432615,1
111432616,1
111432617,1
111432618,1
111432619,1
111432621,1
111432624,1
111432625,1
111432626,1
111432627,1
111432631,1
111432632,1
111432633,1
111432634,4
111432638,3
111432640,1
111432642,1
111432643,1
111432644,1
111432645,1
111432646,1
111432647,1
111432648,1
111432649,1
111432650,1
111432651,1
111432653,1
111432654,1
111432655,1
111432656,1
111432657,1
111432658,2
111432659,1
111432660,1
111432661,1
111432662,1
111432663,1
111432666,2
111432667,3
111432667,3
111432668,1
111432669,1
111432670,1
111432671,4
111432672,1
111432673,1
111432674,1
111432675,1
111432676,1
111432677,1
111432678,1
111432679,1
111432680,1
111432681,1
111432682,1
111432683,1
111432684,1
111432685,1
111432686,1
111432687,2
111432688,2
111432690,1
111432691,1
111432692,7
111432693,1
111432694,1
111432697,1
111432698,3
111432699,1
111432700,1
111432701,1
111432702,1
111432703,1
111432704,1
111432705,2
111432707,1
111432708,1
111432709,1
111432710,1
111432711,1
111432712,2
111432714,1
111432715,1
111432716,1
111432717,1
111432718,1
111432719,2
111432720,1
111432721,1
111432722,1
111432723,1
111432726,1
111432728,2
111432731,1
111432736,1
111432740,1
111432741,2
111432742,1
111432743,2
111432744,1
111432745,1
111432747,1
111432748,2
111432749,1
111432750,17
111432751,1
111432752,4
111432753,1
111432754,1
111432756,1
111432757,1
111432758,3
111432760,1
111432761,1
111432762,4
111432763,1
111432764,1
111432765,1
111432766,4
111432767,1
111432768,5
111432769,1
111432771,1
111432773,2
111432774,1
111432776,1
111432777,6
111432778,1
111432779,1
111432783,1
111432784,3
111432785,1
111432786,1
111432787,1
111432788,1
111432789,12
111432790,1
111432791,1
111432792,1
111432793,1
111432795,1
111432799,1
111432800,1
111432801,1
111432802,2
111432803,2
111432804,3
111432805,2
111432806,3
111432807,1
111432808,2
111432809,1
111432810,1
111432811,1
111432812,1
111432813,1
111432814,1
111432815,1
111432818,1
111432819,1
111432821,1
111432822,1
111432823,4
111432824,1
111432827,1
111432828,1
111432829,4
111432830,1
111432831,2
111432832,1
111432833,1
111432834,1
111432836,2
111432841,2
111432842,1
111432843,1
111432846,1
111432848,1
111432849,2
111432850,2
111432851,1
111432852,1
111432853,1
111432855,2
111432856,2
111432857,1
111432858,1
111432859,4
111432860,1
111432862,1
111432863,1
111432864,1
111432865,1
111432866,1
111432867,1
111432868,1
111432869,1
111432870,1
111432873,1
111432874,1
111432875,2
111432876,1
111432877,1
111432878,2
111432879,1
111432880,1
111432881,1
111432882,1
111432883,1
111432885,2
111432886,1
111432888,1
111432889,1
111432891,12
111432893,1
111432894,1
111432895,2
111432896,1
111432898,0
111432899,1
111432900,1
111432902,1
111432903,1
111432905,1
111432907,1
111432908,1
111432909,1
111432910,1
111432911,1
111432912,1
111432914,1
111432917,1
111432918,1
111432920,2
111432921,1
111432925,1
111432926,3
111432927,1
111432928,2
111432933,1
111432934,1
111432935,1
111432937,1
111432939,2
111432942,1
111432946,1
111432947,1
111432949,1
111432950,1
111432951,1
111432952,1
111432953,2
111432954,1
111432955,1
111432956,1
111432960,1
111432961,1
111432962,1
111432963,1
111432964,1
111432965,1
111432966,1
111432968,1
111432969,1
111432971,2
111432972,1
111432973,1
111432974,1
111432975,1
111432976,1
111432977,1
111432980,1
111432981,2
111432982,1
111432983,1
111432985,1
111432986,1
111432988,1
111432990,1
111432991,1
111432996,1
111432997,1
111432998,1
111433000,1
111433001,1
111433002,1
111433003,1
111433005,1
111433006,2
111433007,1
111433008,1
111433009,1
111433010,1
111433011,1
111433012,1
111433014,1
111433015,1
111433017,1
111433018,2
111433019,2
111433022,2
111433023,1
111433024,1
111433026,2
111433027,1
111433028,1
111433029,1
111433030,1
111433033,1
111433034,1
111433035,1
111433036,1
111433038,1
111433039,1
111433040,1
111433041,2
111433042,1
111433043,1
111433044,1
111433045,1
111433048,1
111433049,1
111433051,1
111433052,3
111433054,3
111433056,2
111433057,1
111433059,1
111433060,1
111433063,1
111433064,1
111433065,1
111433066,1
111433071,1
111433073,1
111433077,1
111433078,1
111433079,1
111433082,1
111433083,1
111433084,2
111433086,15
111433087,1
111433088,1
111433089,1
111433090,1
111433091,1
111433092,1
111433093,1
111433094,4
111433097,1
111433099,1
111433100,2
111433101,1
111433102,1
111433103,1
111433104,1
111433105,1
111433106,1
111433107,1
111433108,1
111433109,1
111433110,1
111433111,1
111433112,1
111433113,1
111433114,3
111433115,1
111433117,1
111433118,1
111433120,1
111433121,1
111433122,1
111433125,1
111433128,1
111433129,1
111433132,1
111433133,1
111433134,1
